ordernumber,sales_channel,warehousecode,procureddate,orderdate,shipdate,deliverydate,currencycode,salesteamid,customerid,storeid,productid,order_quantity,discount_applied,unit_price,unit_cost,order_total,order_discount,grand_total
SO - 0002404,Online,WARE-XYS1001,2018-10-27,2019-02-21,2019-03-01,2019-03-11,USD,15,44,27,16,7,0.15,6157.3,4802.694,43101.1,6465.165,36635.935
SO - 0002405,Wholesale,WARE-XYS1001,2018-10-27,2019-02-22,2019-03-14,2019-03-20,USD,27,23,22,6,1,0.3,964.8,694.6560000000001,964.8,289.44,675.3599999999999
SO - 0002406,In-Store,WARE-MKL1006,2018-10-27,2019-02-22,2019-03-16,2019-03-22,USD,8,50,340,39,8,0.1,3892.7,1557.0800000000002,31141.6,3114.16,28027.44
SO - 0002407,In-Store,WARE-XYS1001,2018-10-27,2019-02-22,2019-03-19,2019-03-21,USD,10,12,17,42,4,0.075,227.8,179.96200000000002,911.2,68.34,842.86
SO - 0002408,In-Store,WARE-MKL1006,2018-10-27,2019-02-22,2019-03-17,2019-03-26,USD,7,44,358,40,5,0.05,1340.0,991.6,6700.0,335.0,6365.0
SO - 0002409,Online,WARE-XYS1001,2018-10-27,2019-02-22,2019-03-10,2019-03-19,USD,17,6,6,21,4,0.075,1105.5,773.8499999999999,4422.0,331.65,4090.35
SO - 0002410,In-Store,WARE-NMK1003,2018-10-27,2019-02-22,2019-02-26,2019-03-04,USD,8,18,124,23,5,0.05,1058.6,624.5740000000001,5293.0,264.65000000000003,5028.35
SO - 0002411,Wholesale,WARE-NBV1002,2018-10-27,2019-02-22,2019-03-11,2019-03-14,USD,28,23,80,16,3,0.05,5695.0,2619.7000000000003,17085.0,854.25,16230.75
SO - 0002412,Online,WARE-NMK1003,2018-10-27,2019-02-22,2019-03-18,2019-03-19,USD,17,31,179,27,2,0.15,1058.6,719.8480000000002,2117.2,317.58,1799.62
SO - 0002413,Distributor,WARE-UHY1004,2018-10-27,2019-02-22,2019-03-18,2019-03-26,USD,22,47,242,20,6,0.075,1105.5,475.365,6633.0,497.47499999999997,6135.525
SO - 0002414,Distributor,WARE-XYS1001,2018-10-27,2019-02-23,2019-03-13,2019-03-22,USD,25,46,50,19,8,0.15,1045.2,553.956,8361.6,1254.24,7107.360000000001
SO - 0002415,Online,WARE-MKL1006,2018-10-27,2019-02-23,2019-02-25,2019-03-02,USD,17,45,334,11,3,0.075,1768.8,1061.28,5306.4,397.97999999999996,4908.42
SO - 0002416,Online,WARE-NMK1003,2018-10-27,2019-02-23,2019-03-02,2019-03-06,USD,19,8,148,4,7,0.05,804.0,393.96,5628.0,281.40000000000003,5346.6
SO - 0002417,In-Store,WARE-NBV1002,2018-10-27,2019-02-23,2019-03-08,2019-03-12,USD,7,44,62,28,6,0.05,241.2,101.304,1447.1999999999998,72.36,1374.84
SO - 0002418,Distributor,WARE-XYS1001,2018-10-27,2019-02-23,2019-03-10,2019-03-14,USD,22,35,31,2,2,0.075,3953.0,2292.74,7906.0,592.9499999999999,7313.05
SO - 0002419,Online,WARE-PUJ1005,2018-10-27,2019-02-23,2019-03-06,2019-03-13,USD,16,5,326,5,6,0.05,6036.7,3078.717,36220.2,1811.01,34409.189999999995
SO - 0002420,In-Store,WARE-NMK1003,2018-10-27,2019-02-23,2019-03-16,2019-03-17,USD,8,16,91,16,1,0.15,6197.5,4338.25,6197.5,929.625,5267.875
SO - 0002421,In-Store,WARE-NMK1003,2018-10-27,2019-02-23,2019-02-26,2019-02-28,USD,8,27,195,17,3,0.1,6472.2,3818.598,19416.6,1941.6599999999999,17474.94
SO - 0002422,Online,WARE-NMK1003,2018-10-27,2019-02-23,2019-03-01,2019-03-06,USD,13,32,195,13,5,0.3,2814.0,1463.28,14070.0,4221.0,9849.0
SO - 0002423,Online,WARE-NBV1002,2018-10-27,2019-02-23,2019-03-10,2019-03-14,USD,17,36,61,6,1,0.075,221.1,168.036,221.1,16.5825,204.51749999999998
SO - 0002424,In-Store,WARE-PUJ1005,2018-10-27,2019-02-23,2019-03-23,2019-03-28,USD,10,15,292,21,3,0.075,2257.9,1670.846,6773.700000000001,508.02750000000003,6265.672500000001
SO - 0002425,Wholesale,WARE-MKL1006,2018-10-27,2019-02-24,2019-02-28,2019-03-10,USD,26,15,366,40,6,0.05,3946.3,1973.15,23677.800000000003,1183.89,22493.910000000003
SO - 0002426,In-Store,WARE-XYS1001,2018-10-27,2019-02-24,2019-03-05,2019-03-06,USD,8,21,20,35,6,0.3,268.0,227.8,1608.0,482.4,1125.6
SO - 0002427,Distributor,WARE-XYS1001,2018-10-27,2019-02-24,2019-03-13,2019-03-16,USD,24,18,31,5,2,0.05,6499.0,4549.299999999999,12998.0,649.9000000000001,12348.1
SO - 0002428,Online,WARE-PUJ1005,2018-10-27,2019-02-24,2019-03-20,2019-03-27,USD,12,32,305,21,5,0.3,938.0,515.9000000000001,4690.0,1407.0,3283.0
SO - 0002429,In-Store,WARE-PUJ1005,2018-10-27,2019-02-24,2019-03-07,2019-03-17,USD,8,33,284,3,3,0.15,938.0,450.24,2814.0,422.09999999999997,2391.9
SO - 0002430,Distributor,WARE-NMK1003,2018-10-27,2019-02-25,2019-03-05,2019-03-14,USD,21,20,125,24,5,0.15,1145.7,595.764,5728.5,859.275,4869.225
SO - 0002431,In-Store,WARE-UHY1004,2018-10-27,2019-02-25,2019-03-22,2019-03-28,USD,10,24,237,38,2,0.05,1065.3,671.139,2130.6,106.53,2024.07
SO - 0002432,Online,WARE-NBV1002,2018-10-27,2019-02-25,2019-03-05,2019-03-09,USD,18,16,60,35,1,0.1,3906.1,1562.44,3906.1,390.61,3515.49
SO - 0002433,Distributor,WARE-MKL1006,2018-10-27,2019-02-25,2019-03-18,2019-03-19,USD,23,38,361,15,4,0.05,3845.8,2922.808,15383.2,769.1600000000001,14614.04
SO - 0002434,Distributor,WARE-NMK1003,2018-10-27,2019-02-25,2019-03-10,2019-03-15,USD,21,47,120,35,4,0.1,3845.8,2922.808,15383.2,1538.3200000000002,13844.880000000001
SO - 0002435,Online,WARE-XYS1001,2018-10-27,2019-02-25,2019-03-12,2019-03-22,USD,15,29,30,19,3,0.1,1031.8,443.674,3095.3999999999996,309.53999999999996,2785.8599999999997
SO - 0002436,Online,WARE-MKL1006,2018-10-27,2019-02-25,2019-02-28,2019-03-08,USD,19,7,332,15,1,0.15,3859.2,1736.64,3859.2,578.88,3280.3199999999997
SO - 0002437,In-Store,WARE-PUJ1005,2018-10-27,2019-02-25,2019-03-05,2019-03-07,USD,11,13,319,37,1,0.05,1092.1,589.7340000000002,1092.1,54.605,1037.495
SO - 0002438,Online,WARE-UHY1004,2018-10-27,2019-02-25,2019-03-06,2019-03-12,USD,14,44,223,45,8,0.05,877.7,684.6060000000001,7021.6,351.08000000000004,6670.52
SO - 0002439,In-Store,WARE-UHY1004,2018-10-27,2019-02-26,2019-03-06,2019-03-10,USD,6,33,254,12,3,0.2,1775.5,1047.5449999999998,5326.5,1065.3,4261.2
SO - 0002440,In-Store,WARE-MKL1006,2018-10-27,2019-02-26,2019-03-03,2019-03-04,USD,1,18,356,31,5,0.05,3859.2,3241.728,19296.0,964.8000000000001,18331.2
SO - 0002441,In-Store,WARE-NMK1003,2018-10-27,2019-02-26,2019-03-14,2019-03-19,USD,1,20,88,22,2,0.15,2539.3,1295.043,5078.6,761.7900000000001,4316.81
SO - 0002442,In-Store,WARE-XYS1001,2018-10-27,2019-02-26,2019-03-22,2019-03-28,USD,8,18,20,9,7,0.2,2304.8,1936.032,16133.600000000002,3226.7200000000007,12906.880000000001
SO - 0002443,Distributor,WARE-MKL1006,2018-10-27,2019-02-26,2019-03-11,2019-03-20,USD,21,48,337,44,6,0.075,254.6,168.036,1527.6,114.57,1413.03
SO - 0002444,Distributor,WARE-PUJ1005,2018-10-27,2019-02-27,2019-03-06,2019-03-10,USD,25,32,311,24,7,0.05,917.9,440.592,6425.3,321.26500000000004,6104.035
SO - 0002445,In-Store,WARE-NBV1002,2018-10-27,2019-02-27,2019-03-11,2019-03-21,USD,12,15,68,13,5,0.075,1005.0,814.0500000000001,5025.0,376.875,4648.125
SO - 0002446,Distributor,WARE-PUJ1005,2018-10-27,2019-02-27,2019-03-03,2019-03-08,USD,23,36,263,34,3,0.05,1715.2,891.9040000000001,5145.6,257.28000000000003,4888.320000000001
SO - 0002447,In-Store,WARE-UHY1004,2018-10-27,2019-02-27,2019-03-27,2019-04-06,USD,11,43,245,26,1,0.075,241.2,106.128,241.2,18.09,223.10999999999999
SO - 0002448,Online,WARE-UHY1004,2018-10-27,2019-02-27,2019-03-14,2019-03-22,USD,15,5,229,12,8,0.15,3953.0,2569.4500000000003,31624.0,4743.599999999999,26880.4
SO - 0002449,In-Store,WARE-XYS1001,2018-10-27,2019-02-27,2019-03-15,2019-03-24,USD,6,30,8,25,5,0.075,1145.7,641.5920000000001,5728.5,429.6375,5298.8625
SO - 0002450,Online,WARE-MKL1006,2018-10-27,2019-02-27,2019-03-12,2019-03-14,USD,18,47,354,38,4,0.1,991.6,664.3720000000001,3966.4,396.64000000000004,3569.76
SO - 0002451,Distributor,WARE-MKL1006,2018-10-27,2019-02-27,2019-03-14,2019-03-24,USD,24,6,331,8,1,0.05,3946.3,2012.613,3946.3,197.31500000000003,3748.985
SO - 0002452,Distributor,WARE-NBV1002,2018-10-27,2019-02-27,2019-03-10,2019-03-15,USD,21,41,87,11,8,0.075,1132.3,871.871,9058.4,679.38,8379.02
SO - 0002453,Distributor,WARE-NMK1003,2018-10-27,2019-02-27,2019-03-06,2019-03-14,USD,25,11,181,21,2,0.15,1072.0,696.8000000000001,2144.0,321.59999999999997,1822.4
SO - 0002454,Distributor,WARE-PUJ1005,2018-10-27,2019-02-27,2019-03-17,2019-03-20,USD,21,50,321,34,4,0.075,938.0,450.24,3752.0,281.4,3470.6
SO - 0002455,In-Store,WARE-NMK1003,2018-10-27,2019-02-28,2019-03-09,2019-03-13,USD,10,16,166,28,8,0.05,1058.6,529.3000000000001,8468.8,423.44,8045.36
SO - 0002456,In-Store,WARE-MKL1006,2018-10-27,2019-02-28,2019-03-03,2019-03-07,USD,2,17,366,25,3,0.075,5406.900000000001,2216.829,16220.7,1216.5525,15004.147500000001
SO - 0002457,Distributor,WARE-NBV1002,2018-10-27,2019-02-28,2019-03-27,2019-04-03,USD,23,26,84,6,1,0.15,5514.1,4025.293,5514.1,827.115,4686.985000000001
SO - 0002458,Online,WARE-PUJ1005,2018-10-27,2019-02-28,2019-03-03,2019-03-10,USD,19,36,320,12,4,0.4,2452.2000000000003,1422.276,9808.800000000001,3923.5200000000004,5885.280000000001
SO - 0002459,Online,WARE-XYS1001,2018-10-27,2019-02-28,2019-03-15,2019-03-16,USD,18,28,39,21,8,0.05,3979.8,2706.264,31838.4,1591.92,30246.480000000003
SO - 0002460,In-Store,WARE-NMK1003,2018-10-27,2019-02-28,2019-03-24,2019-03-27,USD,6,34,129,40,8,0.3,6371.7,5288.511,50973.6,15292.079999999998,35681.520000000004
SO - 0002461,Online,WARE-NMK1003,2018-10-27,2019-02-28,2019-03-12,2019-03-19,USD,13,27,163,34,4,0.1,3852.5,1541.0,15410.0,1541.0,13869.0
SO - 0002462,Online,WARE-UHY1004,2018-10-27,2019-03-01,2019-03-22,2019-03-24,USD,17,38,227,5,4,0.15,2968.1,2433.842,11872.4,1780.86,10091.539999999999
SO - 0002463,Online,WARE-MKL1006,2018-10-27,2019-03-01,2019-03-22,2019-03-31,USD,13,21,344,18,6,0.1,6378.400000000001,3252.9840000000004,38270.4,3827.0400000000004,34443.36
SO - 0002464,In-Store,WARE-MKL1006,2018-10-27,2019-03-01,2019-03-16,2019-03-20,USD,4,21,333,38,7,0.1,1165.8,804.4019999999999,8160.599999999999,816.06,7344.539999999999
SO - 0002465,Distributor,WARE-MKL1006,2018-10-27,2019-03-01,2019-03-28,2019-04-02,USD,25,31,329,33,3,0.05,1085.4,586.1160000000001,3256.2000000000003,162.81000000000003,3093.3900000000003
SO - 0002466,Wholesale,WARE-XYS1001,2018-10-27,2019-03-01,2019-03-19,2019-03-26,USD,26,44,58,38,6,0.075,2485.7000000000003,994.2800000000002,14914.2,1118.565,13795.635
SO - 0002467,In-Store,WARE-PUJ1005,2018-10-27,2019-03-01,2019-03-22,2019-04-01,USD,2,9,320,30,5,0.05,2472.3,1161.981,12361.5,618.075,11743.425
SO - 0002468,Wholesale,WARE-UHY1004,2018-10-27,2019-03-01,2019-03-15,2019-03-23,USD,27,4,250,16,4,0.1,1983.2,1348.576,7932.8,793.2800000000001,7139.52
SO - 0002469,Online,WARE-XYS1001,2018-10-27,2019-03-01,2019-03-10,2019-03-20,USD,16,13,32,29,5,0.075,1031.8,660.352,5159.0,386.925,4772.075
SO - 0002470,Distributor,WARE-NMK1003,2018-10-27,2019-03-01,2019-03-25,2019-04-04,USD,20,24,113,37,6,0.15,1748.7,786.9150000000001,10492.2,1573.8300000000002,8918.37
SO - 0002471,In-Store,WARE-NMK1003,2018-10-27,2019-03-01,2019-03-24,2019-04-02,USD,10,10,195,34,1,0.05,2680.0,2090.4,2680.0,134.0,2546.0
SO - 0002472,In-Store,WARE-UHY1004,2018-10-27,2019-03-01,2019-03-17,2019-03-20,USD,9,39,232,17,3,0.05,5179.1,4246.862,15537.300000000001,776.8650000000001,14760.435000000001
SO - 0002473,In-Store,WARE-UHY1004,2018-10-27,2019-03-02,2019-03-16,2019-03-17,USD,10,5,259,45,3,0.05,2398.6,1918.88,7195.799999999999,359.78999999999996,6836.009999999999
SO - 0002474,In-Store,WARE-NMK1003,2018-10-27,2019-03-02,2019-03-21,2019-03-27,USD,1,17,107,31,6,0.2,1762.1,1215.849,10572.599999999999,2114.52,8458.079999999998
SO - 0002475,Online,WARE-NMK1003,2018-10-27,2019-03-02,2019-03-15,2019-03-19,USD,19,36,110,24,7,0.05,5628.0,4333.56,39396.0,1969.8000000000002,37426.2
SO - 0002476,Wholesale,WARE-NMK1003,2018-10-27,2019-03-03,2019-03-09,2019-03-16,USD,27,8,152,39,3,0.1,5272.900000000001,3480.1140000000005,15818.7,1581.8700000000001,14236.83
SO - 0002477,Distributor,WARE-NMK1003,2018-10-27,2019-03-03,2019-03-24,2019-03-27,USD,22,18,129,13,2,0.1,3758.7,2367.981,7517.4,751.74,6765.66
SO - 0002478,Distributor,WARE-UHY1004,2018-10-27,2019-03-03,2019-03-15,2019-03-17,USD,21,32,234,43,1,0.05,1011.7,465.38200000000006,1011.7,50.58500000000001,961.115
SO - 0002479,Online,WARE-UHY1004,2018-10-27,2019-03-03,2019-03-28,2019-04-07,USD,14,39,242,24,4,0.15,3155.7000000000003,1704.0780000000002,12622.800000000001,1893.42,10729.380000000001
SO - 0002480,Online,WARE-NMK1003,2018-10-27,2019-03-03,2019-03-28,2019-04-03,USD,17,22,145,39,1,0.15,5922.8,3257.5400000000004,5922.8,888.42,5034.38
SO - 0002481,Online,WARE-NMK1003,2018-10-27,2019-03-03,2019-03-07,2019-03-17,USD,18,20,173,25,8,0.075,2646.5,1667.295,21172.0,1587.8999999999999,19584.1
SO - 0002482,In-Store,WARE-NMK1003,2018-10-27,2019-03-03,2019-03-28,2019-03-29,USD,9,10,116,28,4,0.1,911.2,564.9440000000001,3644.8,364.48,3280.32
SO - 0002483,Wholesale,WARE-PUJ1005,2018-10-27,2019-03-03,2019-03-30,2019-04-03,USD,28,19,279,15,4,0.075,837.5,502.5,3350.0,251.25,3098.75
SO - 0002484,Wholesale,WARE-MKL1006,2018-10-27,2019-03-04,2019-03-31,2019-04-05,USD,27,45,343,5,5,0.1,1340.0,924.6,6700.0,670.0,6030.0
SO - 0002485,Online,WARE-UHY1004,2018-10-27,2019-03-04,2019-03-31,2019-04-02,USD,14,21,209,40,7,0.15,2914.5,2389.89,20401.5,3060.225,17341.275
SO - 0002486,In-Store,WARE-XYS1001,2018-10-27,2019-03-04,2019-04-01,2019-04-06,USD,7,5,47,23,6,0.1,1045.2,721.188,6271.200000000001,627.1200000000001,5644.080000000001
SO - 0002487,Distributor,WARE-NMK1003,2018-10-27,2019-03-04,2019-03-12,2019-03-16,USD,22,50,95,20,7,0.05,3859.2,1968.192,27014.399999999998,1350.72,25663.679999999997
SO - 0002488,In-Store,WARE-PUJ1005,2018-10-27,2019-03-05,2019-03-22,2019-03-23,USD,2,23,323,34,7,0.4,6070.2,4552.65,42491.4,16996.56,25494.84
SO - 0002489,In-Store,WARE-UHY1004,2018-10-27,2019-03-05,2019-03-17,2019-03-19,USD,1,37,241,14,4,0.15,1031.8,484.946,4127.2,619.0799999999999,3508.12
SO - 0002490,In-Store,WARE-NMK1003,2018-10-27,2019-03-05,2019-03-12,2019-03-16,USD,6,15,129,17,5,0.075,1279.7,678.2410000000001,6398.5,479.8875,5918.6125
SO - 0002491,In-Store,WARE-NMK1003,2018-10-27,2019-03-06,2019-03-25,2019-03-30,USD,6,11,143,12,7,0.15,1051.9,610.102,7363.300000000001,1104.4950000000001,6258.805000000001
SO - 0002492,Wholesale,WARE-NMK1003,2018-10-27,2019-03-06,2019-03-08,2019-03-11,USD,25,31,126,3,4,0.05,2224.4,1201.1760000000002,8897.6,444.88000000000005,8452.720000000001
SO - 0002493,In-Store,WARE-MKL1006,2018-10-27,2019-03-06,2019-03-28,2019-04-02,USD,4,49,351,6,2,0.05,911.2,674.288,1822.4,91.12,1731.2800000000002
SO - 0002494,In-Store,WARE-UHY1004,2018-10-27,2019-03-07,2019-03-10,2019-03-20,USD,5,37,230,32,8,0.075,1072.0,450.24,8576.0,643.1999999999999,7932.8
SO - 0002495,Distributor,WARE-NMK1003,2018-10-27,2019-03-07,2019-04-03,2019-04-08,USD,22,39,106,16,6,0.05,1748.7,1381.4730000000002,10492.2,524.61,9967.59
SO - 0002496,In-Store,WARE-PUJ1005,2018-10-27,2019-03-07,2019-03-27,2019-04-04,USD,7,28,264,46,5,0.1,2532.6,2102.058,12663.0,1266.3000000000002,11396.7
SO - 0002497,Online,WARE-PUJ1005,2018-10-27,2019-03-07,2019-03-13,2019-03-15,USD,12,32,315,1,8,0.3,1976.5,849.895,15812.0,4743.599999999999,11068.400000000001
SO - 0002498,Distributor,WARE-XYS1001,2018-10-27,2019-03-07,2019-03-24,2019-03-31,USD,23,30,36,12,1,0.05,1909.5,1413.03,1909.5,95.47500000000001,1814.025
SO - 0002499,Online,WARE-UHY1004,2018-10-27,2019-03-08,2019-03-28,2019-04-03,USD,17,35,215,46,5,0.075,1092.1,917.364,5460.5,409.53749999999997,5050.9625
SO - 0002500,Online,WARE-MKL1006,2018-10-27,2019-03-08,2019-03-21,2019-03-23,USD,17,25,344,13,2,0.1,1018.4,519.384,2036.8,203.68,1833.12
SO - 0002501,Wholesale,WARE-XYS1001,2018-10-27,2019-03-08,2019-03-25,2019-03-31,USD,28,4,44,43,5,0.1,844.2,574.056,4221.0,422.1,3798.9
SO - 0002502,In-Store,WARE-PUJ1005,2018-10-27,2019-03-08,2019-03-31,2019-04-03,USD,10,42,297,23,5,0.1,6432.0,2637.12,32160.0,3216.0,28944.0
SO - 0002503,Online,WARE-NBV1002,2018-10-27,2019-03-08,2019-03-13,2019-03-23,USD,14,37,81,39,7,0.3,1125.6,765.4080000000001,7879.199999999999,2363.7599999999998,5515.439999999999
SO - 0002504,Online,WARE-MKL1006,2018-10-27,2019-03-08,2019-03-23,2019-03-29,USD,20,22,365,19,3,0.15,1976.5,790.6,5929.5,889.425,5040.075
SO - 0002505,Online,WARE-NMK1003,2018-10-27,2019-03-08,2019-03-21,2019-03-28,USD,15,18,117,35,1,0.05,1125.6,607.8240000000001,1125.6,56.28,1069.32
SO - 0002506,In-Store,WARE-NMK1003,2018-10-27,2019-03-08,2019-03-26,2019-04-04,USD,10,44,122,27,7,0.05,1949.7,896.8620000000001,13647.9,682.395,12965.505
SO - 0002507,Wholesale,WARE-NMK1003,2018-10-27,2019-03-08,2019-03-19,2019-03-29,USD,28,7,191,3,3,0.05,2345.0,1876.0,7035.0,351.75,6683.25
SO - 0002508,In-Store,WARE-PUJ1005,2018-10-27,2019-03-08,2019-04-02,2019-04-03,USD,1,48,262,20,7,0.075,1802.3,1279.6329999999998,12616.1,946.2075,11669.8925
SO - 0002509,Online,WARE-UHY1004,2018-10-27,2019-03-08,2019-03-12,2019-03-20,USD,13,41,206,31,2,0.05,214.4,105.056,428.8,21.44,407.36
SO - 0002510,In-Store,WARE-UHY1004,2018-10-27,2019-03-08,2019-03-19,2019-03-23,USD,1,34,249,7,6,0.05,3008.3,1263.486,18049.800000000003,902.4900000000002,17147.31
SO - 0002511,Distributor,WARE-NMK1003,2018-10-27,2019-03-09,2019-03-15,2019-03-16,USD,21,28,197,29,8,0.05,1165.8,827.718,9326.4,466.32,8860.08
SO - 0002512,Online,WARE-PUJ1005,2018-10-27,2019-03-09,2019-03-15,2019-03-18,USD,17,22,276,10,5,0.05,1031.8,412.72,5159.0,257.95,4901.05
SO - 0002513,Online,WARE-NMK1003,2018-10-27,2019-03-09,2019-04-05,2019-04-09,USD,16,21,155,18,2,0.075,1882.7,1016.658,3765.4,282.405,3482.995
SO - 0002514,Online,WARE-NMK1003,2018-10-27,2019-03-09,2019-03-23,2019-03-31,USD,19,1,152,5,1,0.075,1018.4,743.432,1018.4,76.38,942.02
SO - 0002515,In-Store,WARE-UHY1004,2018-10-27,2019-03-09,2019-03-13,2019-03-19,USD,7,14,228,28,2,0.1,3832.4,3027.596,7664.8,766.48,6898.32
SO - 0002516,In-Store,WARE-PUJ1005,2018-10-27,2019-03-09,2019-04-05,2019-04-12,USD,1,17,322,40,8,0.075,5299.7,2172.877,42397.6,3179.8199999999997,39217.78
SO - 0002517,Online,WARE-NBV1002,2018-10-27,2019-03-09,2019-03-30,2019-04-08,USD,19,39,60,40,4,0.2,3839.1,2917.716,15356.4,3071.28,12285.119999999999
SO - 0002518,In-Store,WARE-XYS1001,2018-10-27,2019-03-10,2019-03-19,2019-03-25,USD,10,48,26,32,6,0.15,991.6,763.532,5949.6,892.44,5057.16
SO - 0002519,Online,WARE-NMK1003,2018-10-27,2019-03-10,2019-03-13,2019-03-23,USD,17,31,90,9,7,0.075,234.5,136.01,1641.5,123.1125,1518.3875
SO - 0002520,Wholesale,WARE-NMK1003,2018-10-27,2019-03-10,2019-03-14,2019-03-18,USD,28,48,177,22,3,0.05,1098.8,604.34,3296.3999999999996,164.82,3131.5799999999995
SO - 0002521,Online,WARE-NBV1002,2018-10-27,2019-03-10,2019-03-16,2019-03-26,USD,19,5,68,7,2,0.1,221.1,117.183,442.2,44.22,397.98
SO - 0002522,Distributor,WARE-PUJ1005,2018-10-27,2019-03-10,2019-03-25,2019-04-02,USD,23,33,284,34,7,0.3,207.7,110.08100000000002,1453.8999999999999,436.16999999999996,1017.7299999999999
SO - 0002523,Distributor,WARE-XYS1001,2018-10-27,2019-03-11,2019-04-06,2019-04-14,USD,24,37,32,27,5,0.075,3999.9,1639.9589999999998,19999.5,1499.9624999999999,18499.5375
SO - 0002524,Online,WARE-NMK1003,2018-10-27,2019-03-11,2019-03-23,2019-04-01,USD,18,13,124,1,6,0.1,2552.7000000000003,1455.039,15316.2,1531.6200000000001,13784.58
SO - 0002525,Wholesale,WARE-PUJ1005,2018-10-27,2019-03-11,2019-04-03,2019-04-13,USD,26,30,262,27,2,0.2,3966.4,2816.144,7932.8,1586.5600000000002,6346.24
SO - 0002526,Distributor,WARE-XYS1001,2019-02-04,2019-03-11,2019-03-15,2019-03-22,USD,22,17,53,17,3,0.1,1118.9,850.364,3356.7000000000003,335.6700000000001,3021.03
SO - 0002527,In-Store,WARE-NMK1003,2018-10-27,2019-03-11,2019-04-08,2019-04-12,USD,3,23,132,11,1,0.15,1145.7,905.103,1145.7,171.855,973.845
SO - 0002528,Online,WARE-UHY1004,2018-10-27,2019-03-11,2019-03-30,2019-04-02,USD,16,50,230,31,2,0.075,2606.3,1407.4020000000005,5212.6,390.945,4821.655000000001
SO - 0002529,Online,WARE-PUJ1005,2018-10-27,2019-03-11,2019-03-13,2019-03-20,USD,15,49,284,4,6,0.1,2820.7000000000003,2228.3530000000005,16924.2,1692.42,15231.78
SO - 0002530,In-Store,WARE-NMK1003,2018-10-27,2019-03-11,2019-03-27,2019-03-30,USD,11,31,157,35,4,0.05,1755.4,1228.78,7021.6,351.08000000000004,6670.52
SO - 0002531,In-Store,WARE-NMK1003,2018-10-27,2019-03-11,2019-03-29,2019-04-03,USD,11,27,140,21,7,0.075,1139.0,706.18,7973.0,597.975,7375.025
SO - 0002532,Online,WARE-NBV1002,2018-10-27,2019-03-11,2019-03-15,2019-03-16,USD,20,8,74,3,3,0.2,5152.3,4173.363,15456.900000000001,3091.3800000000006,12365.52
SO - 0002533,In-Store,WARE-NMK1003,2018-10-27,2019-03-11,2019-04-05,2019-04-12,USD,8,19,139,45,6,0.2,3832.4,3027.596,22994.4,4598.88,18395.52
SO - 0002534,Distributor,WARE-PUJ1005,2018-10-27,2019-03-12,2019-04-04,2019-04-11,USD,22,48,326,10,7,0.075,1815.7,1325.461,12709.9,953.2425,11756.6575
SO - 0002535,Online,WARE-NMK1003,2018-10-27,2019-03-12,2019-03-17,2019-03-22,USD,14,9,153,5,6,0.05,5360.0,2840.8,32160.0,1608.0,30552.0
SO - 0002536,Distributor,WARE-XYS1001,2018-10-27,2019-03-13,2019-04-02,2019-04-04,USD,25,30,33,9,8,0.1,1118.9,783.23,8951.2,895.1200000000001,8056.080000000001
SO - 0002537,Online,WARE-MKL1006,2018-10-27,2019-03-13,2019-03-19,2019-03-22,USD,18,18,363,28,8,0.075,3577.8,2003.568,28622.4,2146.68,26475.72
SO - 0002538,In-Store,WARE-NMK1003,2019-02-04,2019-03-13,2019-04-05,2019-04-12,USD,6,23,169,25,1,0.3,3832.4,1686.256,3832.4,1149.72,2682.6800000000003
SO - 0002539,Wholesale,WARE-PUJ1005,2018-10-27,2019-03-13,2019-04-09,2019-04-12,USD,28,30,270,30,1,0.075,1112.2,867.5160000000001,1112.2,83.415,1028.785
SO - 0002540,In-Store,WARE-NMK1003,2018-10-27,2019-03-13,2019-03-21,2019-03-26,USD,7,42,103,10,3,0.1,3852.5,2272.975,11557.5,1155.75,10401.75
SO - 0002541,Wholesale,WARE-NBV1002,2018-10-27,2019-03-13,2019-03-15,2019-03-23,USD,27,14,80,35,5,0.075,180.9,92.259,904.5,67.83749999999999,836.6625
SO - 0002542,In-Store,WARE-UHY1004,2018-10-27,2019-03-14,2019-03-17,2019-03-22,USD,3,44,228,26,3,0.2,5594.5,2629.415,16783.5,3356.7000000000003,13426.8
SO - 0002543,Distributor,WARE-MKL1006,2018-10-27,2019-03-14,2019-03-21,2019-03-25,USD,24,5,353,18,3,0.15,3644.8,2587.808,10934.400000000001,1640.16,9294.240000000002
SO - 0002544,In-Store,WARE-PUJ1005,2018-10-27,2019-03-14,2019-03-26,2019-03-29,USD,5,19,265,37,1,0.15,1239.5,1028.785,1239.5,185.92499999999998,1053.575
SO - 0002545,In-Store,WARE-PUJ1005,2018-10-27,2019-03-14,2019-04-07,2019-04-15,USD,2,42,285,41,6,0.075,690.1,441.664,4140.6,310.545,3830.0550000000003
SO - 0002546,Online,WARE-NMK1003,2018-10-27,2019-03-14,2019-03-27,2019-04-02,USD,19,44,200,46,2,0.15,837.5,703.5,1675.0,251.25,1423.75
SO - 0002547,Distributor,WARE-UHY1004,2018-10-27,2019-03-14,2019-03-17,2019-03-26,USD,25,10,235,1,1,0.05,2458.9,1549.107,2458.9,122.94500000000001,2335.955
SO - 0002548,In-Store,WARE-UHY1004,2019-02-04,2019-03-14,2019-03-21,2019-03-25,USD,6,46,219,19,2,0.05,1922.9,1576.778,3845.8,192.29000000000002,3653.51
